election,state,year,stage,pollster,N,methodology,days_until,538grade,dem_polled,rep_polled,undecided_polled,dem_actual,rep_actual,dem_diff,rep_diff
president,Hawaii,2004,general,ARG ,699,Unknown,52,Unknown,51.0,41.0,8.0,54.40717236,45.59282764,0.592827640000003,-0.592827640000003
president,Iowa,2004,general,Zogby ,700,Unknown,1,Unknown,50.0,45.0,5.0,49.66205992,50.33794008,2.8379400800000028,-2.8379400800000028
president,Iowa,2004,general,SurveyUSA ,619,Unknown,1,Unknown,50.0,47.0,3.0,49.66205992,50.33794008,1.8379400800000028,-1.8379400800000028
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,2,Unknown,46.0,49.0,5.0,49.66205992,50.33794008,-1.1620599199999972,1.1620599199999972
president,Iowa,2004,general,FOX News ,799,Unknown,2,Unknown,44.0,48.0,8.0,49.66205992,50.33794008,-1.6620599199999972,1.6620599199999972
president,Iowa,2004,general,SurveyUSA ,760,Unknown,3,Unknown,49.0,49.0,2.0,49.66205992,50.33794008,0.33794008000000275,-0.33794008000000275
president,Iowa,2004,general,DM Register ,901,Unknown,4,Unknown,48.0,45.0,7.0,49.66205992,50.33794008,1.8379400800000028,-1.8379400800000028
president,Iowa,2004,general,Mason-Dixon ,724,Unknown,4,Unknown,44.0,49.0,7.0,49.66205992,50.33794008,-2.1620599199999972,2.1620599199999972
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,6,Unknown,46.0,49.0,5.0,49.66205992,50.33794008,-1.1620599199999972,1.1620599199999972
president,Iowa,2004,general,Research 2000 ,699,Unknown,6,Unknown,48.0,49.0,3.0,49.66205992,50.33794008,-0.16205991999999725,0.16205991999999725
president,Iowa,2004,general,ARG ,699,Unknown,6,Unknown,47.0,48.0,5.0,49.66205992,50.33794008,-0.16205991999999725,0.16205991999999725
president,Iowa,2004,general,CNN/USAT/Gallup ,748,Unknown,7,Unknown,46.0,50.0,4.0,49.66205992,50.33794008,-1.6620599199999972,1.6620599199999972
president,Iowa,2004,general,Rasmussen ,511,Unknown,11,Unknown,46.0,48.0,6.0,49.66205992,50.33794008,-0.6620599199999972,0.6620599199999972
president,Iowa,2004,general,Survey USA ,789,Unknown,13,Unknown,45.0,51.0,4.0,49.66205992,50.33794008,-2.6620599199999972,2.6620599199999972
president,Iowa,2004,general,Central Surveys ,602,Unknown,14,Unknown,46.0,45.0,9.0,49.66205992,50.33794008,0.8379400800000028,-0.8379400800000028
president,Iowa,2004,general,Mason-Dixon ,724,Unknown,15,Unknown,43.0,49.0,8.0,49.66205992,50.33794008,-2.6620599199999972,2.6620599199999972
president,Iowa,2004,general,ARG ,699,Unknown,21,Unknown,47.0,47.0,6.0,49.66205992,50.33794008,0.33794008000000275,-0.33794008000000275
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,22,Unknown,46.0,49.0,5.0,49.66205992,50.33794008,-1.1620599199999972,1.1620599199999972
president,Iowa,2004,general,Chicago Tribune ,600,Unknown,22,Unknown,45.0,47.0,8.0,49.66205992,50.33794008,-0.6620599199999972,0.6620599199999972
president,Iowa,2004,general,Rasmussen ,511,Unknown,23,Unknown,50.0,46.0,4.0,49.66205992,50.33794008,2.3379400800000028,-2.3379400800000028
president,Iowa,2004,general,UofM HHI ,698,Unknown,30,Unknown,47.0,46.0,7.0,49.66205992,50.33794008,0.8379400800000028,-0.8379400800000028
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,34,Unknown,44.0,49.0,7.0,49.66205992,50.33794008,-2.1620599199999972,2.1620599199999972
president,Iowa,2004,general,Rasmussen ,511,Unknown,40,Unknown,45.0,48.0,7.0,49.66205992,50.33794008,-1.1620599199999972,1.1620599199999972
president,Iowa,2004,general,Fox News ,895,Unknown,41,Unknown,45.0,48.0,7.0,49.66205992,50.33794008,-1.1620599199999972,1.1620599199999972
president,Iowa,2004,general,SUSA ,880,Unknown,41,Unknown,46.0,50.0,4.0,49.66205992,50.33794008,-1.6620599199999972,1.6620599199999972
president,Iowa,2004,general,Research 2000 ,701,Unknown,42,Unknown,45.0,47.0,8.0,49.66205992,50.33794008,-0.6620599199999972,0.6620599199999972
president,Iowa,2004,general,CNN/USAT/Gallup,730,Unknown,44,Unknown,44.0,50.0,6.0,49.66205992,50.33794008,-2.6620599199999972,2.6620599199999972
president,Iowa,2004,general,Mason-Dixon ,725,Unknown,47,Unknown,42.0,48.0,10.0,49.66205992,50.33794008,-2.6620599199999972,2.6620599199999972
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,48,Unknown,46.0,48.0,6.0,49.66205992,50.33794008,-0.6620599199999972,0.6620599199999972
president,Iowa,2004,general,ARG ,699,Unknown,49,Unknown,46.0,48.0,6.0,49.66205992,50.33794008,-0.6620599199999972,0.6620599199999972
president,Iowa,2004,general,Zogby/WSJ** ,664,Unknown,60,Unknown,50.6,46.9,2.5,49.66205992,50.33794008,2.187940080000004,-2.187940080000004
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,64,Unknown,47.0,47.0,6.0,49.66205992,50.33794008,0.33794008000000275,-0.33794008000000275
president,Iowa,2004,general,CNN/USAT/Gallup,844,Unknown,68,Unknown,51.0,45.0,4.0,49.66205992,50.33794008,3.3379400800000028,-3.3379400800000028
president,Iowa,2004,general,Zogby/WSJ** ,608,Unknown,73,Unknown,52.2,45.2,2.5999999999999943,49.66205992,50.33794008,3.8379400800000028,-3.8379400800000028
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,76,Unknown,48.0,47.0,5.0,49.66205992,50.33794008,0.8379400800000028,-0.8379400800000028
president,Iowa,2004,general,Strategic Vision (R) ,896,Unknown,91,Unknown,48.0,46.0,6.0,49.66205992,50.33794008,1.3379400800000028,-1.3379400800000028
president,Iowa,2004,general,Zogby/WSJ** ,597,Unknown,95,Unknown,50.0,46.1,3.8999999999999986,49.66205992,50.33794008,2.2879400800000056,-2.2879400800000056
president,Iowa,2004,general,ARG ,699,Unknown,97,Unknown,46.0,46.0,8.0,49.66205992,50.33794008,0.33794008000000275,-0.33794008000000275
president,Iowa,2004,general,DM Register ,740,Unknown,104,Unknown,45.0,46.0,9.0,49.66205992,50.33794008,-0.16205991999999725,0.16205991999999725
president,Iowa,2004,general,SUSA ,889,Unknown,160,Unknown,48.0,45.0,7.0,49.66205992,50.33794008,1.8379400800000028,-1.8379400800000028
president,Iowa,2004,general,KCCI/Res 2000 ,703,Unknown,161,Unknown,46.0,42.0,12.0,49.66205992,50.33794008,2.3379400800000028,-2.3379400800000028
president,Iowa,2004,general,ARG ,699,Unknown,195,Unknown,47.0,46.0,7.0,49.66205992,50.33794008,0.8379400800000028,-0.8379400800000028
president,Iowa,2004,general,Rasmussen ,600,Unknown,224,Unknown,51.0,41.0,8.0,49.66205992,50.33794008,5.337940080000003,-5.337940080000003
president,Illinois,2004,general,SurveyUSA ,764,Unknown,4,Unknown,54.0,42.0,4.0,55.20644512,44.79355488,0.7935548800000021,-0.7935548800000021
president,Illinois,2004,general,Research 2000 ,699,Unknown,5,Unknown,54.0,40.0,6.0,55.20644512,44.79355488,1.793554880000002,-1.793554880000002
president,Illinois,2004,general,Research 2000 ,895,Unknown,10,Unknown,53.0,41.0,6.0,55.20644512,44.79355488,0.7935548800000021,-0.7935548800000021
president,Illinois,2004,general,Chi Trib/WGN ,799,Unknown,14,Unknown,50.0,42.0,8.0,55.20644512,44.79355488,-1.206445119999998,1.206445119999998
president,Illinois,2004,general,SurveyUSA ,743,Unknown,27,Unknown,55.0,39.0,6.0,55.20644512,44.79355488,2.793554880000002,-2.793554880000002
president,Illinois,2004,general,Rasmussen ,600,Unknown,29,Unknown,52.0,41.0,7.0,55.20644512,44.79355488,0.29355488000000207,-0.29355488000000207
president,Illinois,2004,general,Research 2000 ,699,Unknown,29,Unknown,55.0,38.0,7.0,55.20644512,44.79355488,3.293554880000002,-3.293554880000002
president,Illinois,2004,general,Chi Trib/WGN ,799,Unknown,43,Unknown,49.0,40.0,11.0,55.20644512,44.79355488,-0.7064451199999979,0.7064451199999979
president,Illinois,2004,general,Research 2000,895,Unknown,47,Unknown,54.0,39.0,7.0,55.20644512,44.79355488,2.293554880000002,-2.293554880000002
president,Illinois,2004,general,ARG ,699,Unknown,47,Unknown,49.0,43.0,8.0,55.20644512,44.79355488,-2.206445119999998,2.206445119999998
president,Illinois,2004,general,SurveyUSA ,717,Unknown,49,Unknown,49.0,45.0,6.0,55.20644512,44.79355488,-3.206445119999998,3.206445119999998
president,Illinois,2004,general,Chi Trib/WGN ,799,Unknown,78,Unknown,52.0,38.0,10.0,55.20644512,44.79355488,1.793554880000002,-1.793554880000002
president,Illinois,2004,general,SurveyUSA ,839,Unknown,146,Unknown,52.0,39.0,9.0,55.20644512,44.79355488,1.293554880000002,-1.293554880000002
president,Illinois,2004,general,Chi Trib/WGN ,699,Unknown,162,Unknown,53.0,37.0,10.0,55.20644512,44.79355488,2.793554880000002,-2.793554880000002
president,Illinois,2004,general,Rasmussen ,600,Unknown,174,Unknown,48.0,43.0,9.0,55.20644512,44.79355488,-2.706445119999998,2.706445119999998
president,Illinois,2004,general,Research 2000 ,895,Unknown,244,Unknown,54.0,36.0,10.0,55.20644512,44.79355488,3.793554880000002,-3.793554880000002
president,Indiana,2004,general,SurveyUSA ,688,Unknown,4,Unknown,39.0,58.0,3.0,39.57661289999999,60.42338710000001,0.9233871000000065,-0.9233871000000065
president,Indiana,2004,general,Research 2000 ,699,Unknown,9,Unknown,40.0,56.0,4.0,39.57661289999999,60.42338710000001,2.4233871000000065,-2.4233871000000065
president,Indiana,2004,general,SurveyUSA ,701,Unknown,14,Unknown,37.0,59.0,4.0,39.57661289999999,60.42338710000001,-0.5766128999999935,0.5766128999999935
president,Indiana,2004,general,Research 2000 ,701,Unknown,21,Unknown,40.0,53.0,7.0,39.57661289999999,60.42338710000001,3.9233871000000065,-3.9233871000000065
president,Indiana,2004,general,SurveyUSA ,688,Unknown,28,Unknown,39.0,58.0,3.0,39.57661289999999,60.42338710000001,0.9233871000000065,-0.9233871000000065
president,Indiana,2004,general,ARG ,699,Unknown,43,Unknown,39.0,54.0,7.0,39.57661289999999,60.42338710000001,2.9233871000000065,-2.9233871000000065
president,Indiana,2004,general,Research 2000 ,699,Unknown,54,Unknown,38.0,54.0,8.0,39.57661289999999,60.42338710000001,2.4233871000000065,-2.4233871000000065
president,Indiana,2004,general,SurveyUSA ,791,Unknown,54,Unknown,36.0,60.0,4.0,39.57661289999999,60.42338710000001,-1.5766128999999935,1.5766128999999935
president,Indiana,2004,general,IMA ,699,Unknown,131,Unknown,36.0,52.0,12.0,39.57661289999999,60.42338710000001,2.4233871000000065,-2.4233871000000065
president,Indiana,2004,general,IMA ,699,Unknown,223,Unknown,37.0,52.0,11.0,39.57661289999999,60.42338710000001,2.9233871000000065,-2.9233871000000065
president,Kansas,2004,general,SurveyUSA ,750,Unknown,6,Unknown,37.0,60.0,3.0,37.132427500000006,62.867572499999994,1.3675724999999943,-1.3675724999999943
president,Kansas,2004,general,KC Star ,672,Unknown,7,Unknown,30.0,59.0,11.0,37.132427500000006,62.867572499999994,-1.6324275000000057,1.6324275000000057
president,Kansas,2004,general,SurveyUSA ,694,Unknown,22,Unknown,38.0,57.0,5.0,37.132427500000006,62.867572499999994,3.3675724999999943,-3.3675724999999943
president,Kansas,2004,general,ARG ,699,Unknown,45,Unknown,35.0,57.0,8.0,37.132427500000006,62.867572499999994,1.8675724999999943,-1.8675724999999943
president,Kansas,2004,general,SurveyUSA ,703,Unknown,54,Unknown,35.0,60.0,5.0,37.132427500000006,62.867572499999994,0.3675724999999943,-0.3675724999999943
president,Kentucky,2004,general,SurveyUSA ,735,Unknown,3,Unknown,38.0,59.0,3.0,39.99395405,60.00604595,-0.49395404999999926,0.49395404999999926
president,Kentucky,2004,general,Bluegrass ,789,Unknown,13,Unknown,39.0,56.0,5.0,39.99395405,60.00604595,1.5060459500000007,-1.5060459500000007
president,Kentucky,2004,general,SurveyUSA ,728,Unknown,14,Unknown,37.0,59.0,4.0,39.99395405,60.00604595,-0.9939540499999993,0.9939540499999993
president,Kentucky,2004,general,SurveyUSA ,721,Unknown,27,Unknown,38.0,57.0,5.0,39.99395405,60.00604595,0.5060459500000007,-0.5060459500000007
president,Kentucky,2004,general,Bluegrass ,756,Unknown,48,Unknown,38.0,53.0,9.0,39.99395405,60.00604595,2.5060459500000007,-2.5060459500000007
president,Kentucky,2004,general,ARG ,699,Unknown,51,Unknown,39.0,57.0,4.0,39.99395405,60.00604595,1.0060459500000007,-1.0060459500000007
president,Kentucky,2004,general,SurveyUSA ,764,Unknown,54,Unknown,39.0,56.0,5.0,39.99395405,60.00604595,1.5060459500000007,-1.5060459500000007
president,Kentucky,2004,general,SurveyUSA ,796,Unknown,79,Unknown,39.0,56.0,5.0,39.99395405,60.00604595,1.5060459500000007,-1.5060459500000007
president,Kentucky,2004,general,SurveyUSA ,789,Unknown,99,Unknown,42.0,52.0,6.0,39.99395405,60.00604595,5.006045950000001,-5.006045950000001
president,Kentucky,2004,general,SurveyUSA ,768,Unknown,147,Unknown,39.0,52.0,9.0,39.99395405,60.00604595,3.5060459500000007,-3.5060459500000007
president,Kentucky,2004,general,Bluegrass ,764,Unknown,175,Unknown,40.0,52.0,8.0,39.99395405,60.00604595,4.006045950000001,-4.006045950000001
president,Kentucky,2004,general,Bluegrass ,699,Unknown,272,Unknown,38.0,55.0,7.0,39.99395405,60.00604595,1.5060459500000007,-1.5060459500000007
president,Louisiana,2004,general,UNO ,799,Unknown,12,Unknown,38.0,50.0,12.0,42.67232666,57.32767334,1.327673339999997,-1.327673339999997
president,Louisiana,2004,general,Renwick ,699,Unknown,15,Unknown,39.0,47.0,14.0,42.67232666,57.32767334,3.327673339999997,-3.327673339999997
president,Louisiana,2004,general,Sthrn Media ,699,Unknown,20,Unknown,31.0,50.0,19.0,42.67232666,57.32767334,-2.172326660000003,2.172326660000003
president,Louisiana,2004,general,ARG ,699,Unknown,42,Unknown,42.0,50.0,8.0,42.67232666,57.32767334,3.327673339999997,-3.327673339999997
president,Maryland,2004,general,SurveyUSA ,706,Unknown,4,Unknown,54.0,43.0,3.0,56.56616754,43.43383246,-1.0661675400000021,1.0661675400000021
president,Maryland,2004,general,Mason-Dixon ,724,Unknown,7,Unknown,52.0,41.0,7.0,56.56616754,43.43383246,-1.0661675400000021,1.0661675400000021
president,Maryland,2004,general,SurveyUSA ,682,Unknown,26,Unknown,56.0,41.0,3.0,56.56616754,43.43383246,0.9338324599999979,-0.9338324599999979
president,Maryland,2004,general,Rasmussen ,511,Unknown,36,Unknown,48.0,45.0,7.0,56.56616754,43.43383246,-5.066167540000002,5.066167540000002
president,Maryland,2004,general,Survey USA ,697,Unknown,44,Unknown,48.0,48.0,4.0,56.56616754,43.43383246,-6.566167540000002,6.566167540000002
president,Maryland,2004,general,ARG ,699,Unknown,54,Unknown,52.0,43.0,5.0,56.56616754,43.43383246,-2.066167540000002,2.066167540000002
president,Maryland,2004,general,SUSA ,693,Unknown,69,Unknown,53.0,42.0,5.0,56.56616754,43.43383246,-1.0661675400000021,1.0661675400000021
president,Maine,2004,general,SurveyUSA ,35,Unknown,3,Unknown,52.0,44.0,4.0,54.57972491,45.42027509,-0.579724910000003,0.579724910000003
president,Maine,2004,general,Zogby ,513,Unknown,11,Unknown,50.0,39.0,11.0,54.57972491,45.42027509,0.920275089999997,-0.920275089999997
president,Maine,2004,general,SurveyUSA ,759,Unknown,14,Unknown,51.0,45.0,4.0,54.57972491,45.42027509,-1.579724910000003,1.579724910000003
president,Maine,2004,general,SUSA ,752,Unknown,28,Unknown,49.0,47.0,4.0,54.57972491,45.42027509,-3.579724910000003,3.579724910000003
president,Maine,2004,general,Strategic Mktg Svs ,511,Unknown,36,Unknown,42.0,39.0,19.0,54.57972491,45.42027509,-3.079724910000003,3.079724910000003
president,Maine,2004,general,Critical Insights ,699,Unknown,40,Unknown,45.0,42.0,13.0,54.57972491,45.42027509,-3.079724910000003,3.079724910000003
president,Maine,2004,general,SUSA ,735,Unknown,41,Unknown,46.0,47.0,7.0,54.57972491,45.42027509,-5.079724910000003,5.079724910000003
president,Maine,2004,general,ARG ,699,Unknown,53,Unknown,48.0,44.0,8.0,54.57972491,45.42027509,-2.579724910000003,2.579724910000003
president,Maine,2004,general,SUSA ,731,Unknown,70,Unknown,49.0,44.0,7.0,54.57972491,45.42027509,-2.079724910000003,2.079724910000003
president,Michigan,2004,general,Zogby ,700,Unknown,1,Unknown,52.0,46.0,2.0,51.72657512,48.27342488,1.2734248800000003,-1.2734248800000003
president,Michigan,2004,general,Strategic Vision (R) ,896,Unknown,2,Unknown,44.0,45.0,11.0,51.72657512,48.27342488,-2.2265751199999997,2.2265751199999997
president,Michigan,2004,general,Rasmussen ,699,Unknown,2,Unknown,50.0,46.0,4.0,51.72657512,48.27342488,0.2734248800000003,-0.2734248800000003
president,Michigan,2004,general,Survey USA ,770,Unknown,3,Unknown,50.0,47.0,3.0,51.72657512,48.27342488,-0.22657511999999969,0.22657511999999969
president,Michigan,2004,general,Mason-Dixon ,724,Unknown,4,Unknown,47.0,45.0,8.0,51.72657512,48.27342488,-0.7265751199999997,0.7265751199999997
president,Michigan,2004,general,Detroit News ,699,Unknown,5,Unknown,43.0,41.0,16.0,51.72657512,48.27342488,-0.7265751199999997,0.7265751199999997
president,Michigan,2004,general,Research 2000 ,699,Unknown,6,Unknown,50.0,46.0,4.0,51.72657512,48.27342488,0.2734248800000003,-0.2734248800000003
president,Michigan,2004,general,Strategic Vision (R) ,896,Unknown,7,Unknown,47.0,47.0,6.0,51.72657512,48.27342488,-1.7265751199999997,1.7265751199999997
president,Michigan,2004,general,Rasmussen ,660,Unknown,7,Unknown,51.0,46.0,3.0,51.72657512,48.27342488,0.7734248800000003,-0.7734248800000003
president,Michigan,2004,general,EPIC/MRA ,709,Unknown,12,Unknown,49.0,43.0,8.0,51.72657512,48.27342488,1.2734248800000003,-1.2734248800000003
president,Michigan,2004,general,Survey USA ,767,Unknown,13,Unknown,51.0,44.0,5.0,51.72657512,48.27342488,1.7734248800000003,-1.7734248800000003
president,Michigan,2004,general,Mason-Dixon ,724,Unknown,15,Unknown,47.0,46.0,7.0,51.72657512,48.27342488,-1.2265751199999997,1.2265751199999997
president,Michigan,2004,general,Strategic Vision (R) ,896,Unknown,19,Unknown,48.0,40.0,12.0,51.72657512,48.27342488,2.2734248800000003,-2.2734248800000003
president,Michigan,2004,general,Research 2000 ,699,Unknown,20,Unknown,48.0,43.0,9.0,51.72657512,48.27342488,0.7734248800000003,-0.7734248800000003
president,Michigan,2004,general,Rasmussen ,511,Unknown,21,Unknown,49.0,46.0,5.0,51.72657512,48.27342488,-0.22657511999999969,0.22657511999999969
president,Michigan,2004,general,SUSA ,758,Unknown,27,Unknown,52.0,42.0,6.0,51.72657512,48.27342488,3.2734248800000003,-3.2734248800000003
president,Michigan,2004,general,Rasmussen ,511,Unknown,34,Unknown,46.0,46.0,8.0,51.72657512,48.27342488,-1.7265751199999997,1.7265751199999997
president,Michigan,2004,general,Strategic Vision (R) ,896,Unknown,35,Unknown,48.0,42.0,10.0,51.72657512,48.27342488,1.2734248800000003,-1.2734248800000003
president,Michigan,2004,general,Fox News ,895,Unknown,41,Unknown,46.0,44.0,10.0,51.72657512,48.27342488,-0.7265751199999997,0.7265751199999997
president,Michigan,2004,general,ARG ,699,Unknown,42,Unknown,48.0,40.0,12.0,51.72657512,48.27342488,2.2734248800000003,-2.2734248800000003
president,Michigan,2004,general,EPIC/MRA ,699,Unknown,44,Unknown,48.0,44.0,8.0,51.72657512,48.27342488,0.2734248800000003,-0.2734248800000003
president,Michigan,2004,general,Mason-Dixon ,728,Unknown,47,Unknown,47.0,41.0,12.0,51.72657512,48.27342488,1.2734248800000003,-1.2734248800000003
president,Michigan,2004,general,Strategic Vision (R) ,896,Unknown,49,Unknown,47.0,41.0,12.0,51.72657512,48.27342488,1.2734248800000003,-1.2734248800000003
president,Michigan,2004,general,CNN/Gallup/USAT ,772,Unknown,51,Unknown,50.0,44.0,6.0,51.72657512,48.27342488,1.2734248800000003,-1.2734248800000003
president,Michigan,2004,general,Zogby/WSJ** ,108,Unknown,60,Unknown,52.0,45.4,2.6000000000000014,51.72657512,48.27342488,1.5734248799999975,-1.5734248799999975
president,Michigan,2004,general,Strategic Vision (R) ,896,Unknown,64,Unknown,45.0,42.0,13.0,51.72657512,48.27342488,-0.22657511999999969,0.22657511999999969
president,Michigan,2004,general,SUSA ,647,Unknown,70,Unknown,48.0,45.0,7.0,51.72657512,48.27342488,-0.22657511999999969,0.22657511999999969
